Municipio,Latitud,Longitud,Nombre,Categoría,Distancia,Dirección
navas-del-rey,40.3863666,-4.2508402,El Tren de la Navidad,parques,449,Fuenlabrada Comunidad de Madrid
navas-del-rey,40.3863666,-4.2508402,Bar Restaurante el Principe,restaurantes,123,"Plaza del Principe, 4, 28695 Navas del Rey Comunidad de Madrid"
navas-del-rey,40.3863666,-4.2508402,Don de Junior Bar,restaurantes,197,"Calle Virgen de la Soledad, 6, 28695 Navas del Rey Comunidad de Madrid"
navas-del-rey,40.3863666,-4.2508402,Restaurante Gargantúa,restaurantes,225,"Vía Olímpica, 6, 28695 Navas del Rey Comunidad de Madrid"
navas-del-rey,40.3863666,-4.2508402,Gargantúa Cafetería Restaurante,restaurantes,233,"Vía Olímpica, 6, 28695 Navas del Rey Comunidad de Madrid"
navas-del-rey,40.3863666,-4.2508402,Restaurante Voltereta,restaurantes,385,"Avenida de Madrid, 27, 28695 Navas del Rey Madrid"
navas-del-rey,40.3863666,-4.2508402,Restaurante Nuevo Avenida,restaurantes,853,"Avenida Generalisimo, 47, 28695 Navas del Rey Madrid"
navas-del-rey,40.3863666,-4.2508402,Don de Junior Bar,bares,197,"Calle Virgen de la Soledad, 6, 28695 Navas del Rey Comunidad de Madrid"
navas-del-rey,40.3863666,-4.2508402,Maria Antonia Sandonis Bemejo,bares,649,"Calle Apolo XI, 15, 28695 Navas del Rey Madrid"
nuevo-baztan,40.3659255,-3.2443102,La Casa Vieja del Abuelo,restaurantes,104,"Plaza de la Iglesia, 4, 28514 Nuevo Baztán Comunidad de Madrid"
nuevo-baztan,40.3659255,-3.2443102,Meson el Conde,restaurantes,104,"Plaza de la Iglesia, 5, 28514 Nuevo Baztán Comunidad de Madrid"
nuevo-baztan,40.3659255,-3.2443102,Taberna de la Olmeda,restaurantes,138,"Calle Palacio, 1, 28514 Nuevo Baztán Comunidad de Madrid"
nuevo-baztan,40.3659255,-3.2443102,La Cabana del Baztan,restaurantes,504,"Calle Eras, 8, 28514 Nuevo Baztán Comunidad de Madrid"
nuevo-baztan,40.3659255,-3.2443102,Trattoria Vittozzi,restaurantes,1540,"Calle Com. Eurovillas I, s/n, 28514 Nuevo Baztán Madrid"
nuevo-baztan,40.3659255,-3.2443102,La Fuente del Gato,restaurantes,1831,"Calle la Fragua, 1, 28515 Olmeda de Las Fuentes Comunidad de Madrid"
nuevo-baztan,40.3659255,-3.2443102,El Porton,restaurantes,1918,"Calle Mayor, 26, 28515 Olmeda de Las Fuentes Comunidad de Madrid"
nuevo-baztan,40.3659255,-3.2443102,La Olmeda Restaurante,restaurantes,1980,"Carretera Mondéjar M-219, Km 22, 28515 Olmeda de Las Fuentes Madrid"
nuevo-baztan,40.3659255,-3.2443102,La Casa Vieja del Abuelo,bares,104,"Plaza de la Iglesia, 4, 28514 Nuevo Baztán Comunidad de Madrid"
nuevo-baztan,40.3659255,-3.2443102,Taberna de la Olmeda,bares,138,"Calle Palacio, 1, 28514 Nuevo Baztán Comunidad de Madrid"
olmeda-de-las-fuentes,40.3695225,-3.2213199,La Olmeda Restaurante,restaurantes,57,"Carretera Mondéjar M-219, Km 22, 28515 Olmeda de Las Fuentes Madrid"
olmeda-de-las-fuentes,40.3695225,-3.2213199,El Porton,restaurantes,108,"Calle Mayor, 26, 28515 Olmeda de Las Fuentes Comunidad de Madrid"
olmeda-de-las-fuentes,40.3695225,-3.2213199,La Fuente del Gato,restaurantes,158,"Calle la Fragua, 1, 28515 Olmeda de Las Fuentes Comunidad de Madrid"
olmeda-de-las-fuentes,40.3695225,-3.2213199,La Taberna del Buho,restaurantes,210,"Calle Mayor, 61, 28515 Olmeda de Las Fuentes Comunidad de Madrid"
olmeda-de-las-fuentes,40.3695225,-3.2213199,Taberna de la Olmeda,restaurantes,1893,"Calle Palacio, 1, 28514 Nuevo Baztán Comunidad de Madrid"
olmeda-de-las-fuentes,40.3695225,-3.2213199,La Casa Vieja del Abuelo,restaurantes,1908,"Plaza de la Iglesia, 4, 28514 Nuevo Baztán Comunidad de Madrid"
olmeda-de-las-fuentes,40.3695225,-3.2213199,Meson el Conde,restaurantes,1908,"Plaza de la Iglesia, 5, 28514 Nuevo Baztán Comunidad de Madrid"
olmeda-de-las-fuentes,40.3695225,-3.2213199,La Taberna del Buho,bares,210,"Calle Mayor, 61, 28515 Olmeda de Las Fuentes Comunidad de Madrid"
olmeda-de-las-fuentes,40.3695225,-3.2213199,Taberna de la Olmeda,bares,1893,"Calle Palacio, 1, 28514 Nuevo Baztán Comunidad de Madrid"
olmeda-de-las-fuentes,40.3695225,-3.2213199,La Casa Vieja del Abuelo,bares,1908,"Plaza de la Iglesia, 4, 28514 Nuevo Baztán Comunidad de Madrid"
orusco-de-tajuna,40.2853409,-3.2096521,Castilla,restaurantes,78,"Calle Mayor, 18, 28570 Orusco de Tajuña Comunidad de Madrid"
orusco-de-tajuna,40.2853409,-3.2096521,Ibericoteca,restaurantes,93,"Calle Mayor, 13, 28570 Orusco de Tajuña Comunidad de Madrid"
orusco-de-tajuna,40.2853409,-3.2096521,Bar los Nietos,restaurantes,383,"Calle Gran Via, 4, 28570 Orusco de Tajuña Comunidad de Madrid"
orusco-de-tajuna,40.2853409,-3.2096521,Mesón la Rivera,restaurantes,384,"Calle Gran Via, 9, 28570 Orusco de Tajuña Comunidad de Madrid"
orusco-de-tajuna,40.2853409,-3.2096521,Castilla,bares,78,"Calle Mayor, 18, 28570 Orusco de Tajuña Comunidad de Madrid"
orusco-de-tajuna,40.2853409,-3.2096521,Bar los Nietos,bares,383,"Calle Gran Via, 4, 28570 Orusco de Tajuña Comunidad de Madrid"
orusco-de-tajuna,40.2853409,-3.2096521,Mesón la Rivera,bares,384,"Calle Gran Via, 9, 28570 Orusco de Tajuña Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Parque Infantil Nave Espacial,parques,298,28860 Paracuellos Comunidad de Madrid
paracuellos-de-jarama,40.5048527,-3.5317621,Pinarillo AVM,parques,1122,"Avenida de Sombra de la Torre, 14, 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Parque Infantil,parques,1551,28860 Paracuellos de Jarama Comunidad de Madrid
paracuellos-de-jarama,40.5048527,-3.5317621,Canaima Park,parques,1699,Comunidad de Madrid
paracuellos-de-jarama,40.5048527,-3.5317621,Bar Plaza,restaurantes,22,"Plaza de la Constitucion, 5, 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Mexico Lindo y Qué Rico,restaurantes,22,"Plaza de la Constitución, 4, 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Bocado Delicado,restaurantes,39,"Chorrilo Alta, 10, 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Rasgos Restauracion,restaurantes,44,"Carretera M-111 Paracuellos-Belvis, Km 8, 28860 Paracuellos de Jarama Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Don Pollo,restaurantes,93,"Calle Real, 21, 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Pasteleria Araceli,restaurantes,124,"Calle Chorrillo Alta, 37 (Calle de Antonia Herranz), 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Pizzacuellos,restaurantes,132,"Calle del Real de Burgos, 34 (calle de la fuente grande), 28860 Paracuellos de Jarama"
paracuellos-de-jarama,40.5048527,-3.5317621,Meson Paracuellos,restaurantes,142,"Calle Real, 36, 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Bar Garcia,restaurantes,245,"Calle Real, 35, 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Taberna el Burladero,restaurantes,259,"Calle Real, 37, 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Colegio Miramadrid,universidades,1036,"Calle Mar Caspio Miramadrid, 21 Bajo (Av. Juan Pablo II), 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Colegio Antamira,universidades,1731,"Calle los Cuadros Nº2, 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Bar Plaza,bares,22,"Plaza de la Constitucion, 5, 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Bar Chorrillo 12,bares,34,"Chorrillo Alta, 12, 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Enjoy The Ride,bares,89,"Calle Real, 19, 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Mojitada's,bares,218,"Claudio Coello, 53, Madrid Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Bar Garcia,bares,245,"Calle Real, 35, 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,El Mosky,bares,434,"Paseo del Radar, 18, 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Sport Bar Paracuellos,bares,545,"Paseo de Extremadura, s/n, 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,La Tirolina,bares,1375,"Avenida Juan Pablo II, 24 (Paseo De Las Camelias), 28860 Paracuellos de Jarama Comunidad de Madrid"
paracuellos-de-jarama,40.5048527,-3.5317621,Dublinia,bares,1539,"Paseo de las Camelias, 2 (P. de las Camelias), 28860 Paracuellos de Jarama Comunidad de Madrid"
parla,40.2373952,-3.7718902,Parque de la Ermita,parques,568,28981 Parla Comunidad de Madrid
parla,40.2373952,-3.7718902,Parque Vía de Ronda,parques,610,Parla Comunidad de Madrid
parla,40.2373952,-3.7718902,Paseo Real,parques,635,Principado de Asturias
parla,40.2373952,-3.7718902,Parque de la Garrapata,parques,642,"C/ Mexico, 28980 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,parque de las Montañas,parques,748,28982  Comunidad de Madrid
parla,40.2373952,-3.7718902,Bichos,parques,808,"Calle Toledo, 34, 28981 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Rayuela,parques,846,"Isaac Albéniz, 16, 28981 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Paseo Marítimo Perruno,parques,915,28983 Parla Comunidad de Madrid
parla,40.2373952,-3.7718902,Parque de la Ballena,parques,1021,"Calle Real, s/n, Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Nanitos y Pelusas,parques,1172,"Calle Icíar Bollaín, 3, 28981 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Chanab Doner Kebab,restaurantes,87,"Calle Iglesia, 5 (iglesia), 28981 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Mesón Roci & Mari,restaurantes,99,"Calle Real, 18, 28981 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Telepizza,restaurantes,118,"Viario de Ronda, s/n, 28980 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Domino's Pizza,restaurantes,130,"Calle de la Sal, 52, 28025 Parla Madrid"
parla,40.2373952,-3.7718902,Friends Parla,restaurantes,187,"Calle Olivo, 8, 28980 Parla Madrid"
parla,40.2373952,-3.7718902,Kontiki,restaurantes,193,"Jerusalén, 2, 28981 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Hornos Hermanos Fresno,restaurantes,235,"Calle Soledad, 46, 28980 Parla Madrid"
parla,40.2373952,-3.7718902,Don Pedro I,restaurantes,259,"Calle Carlos V, 4, 28980 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Cien Pizzitas,restaurantes,294,"Calle Domingo Malagón, 3, 28982 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Pizzería tipica il gusto per l'autentico,restaurantes,325,"Calle Domingo Malagón, 12, 28981 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Colegio de Registradores de la Propiedad,universidades,195,"Calle San Antón, 1, 28982 Parla Madrid"
parla,40.2373952,-3.7718902,Crisol Centro Sociolaboral Salesianos de Parla,universidades,413,"Calle Reina Victoria, 27, 28982 Parla Madrid"
parla,40.2373952,-3.7718902,Centro de Estudios Liceo Sur,universidades,632,"Calle Virgen del Rocío, Nº 2 (esq e/Auto Las Vegas), 28982 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,IES Narcis Monturiol,universidades,780,"Ies N, Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,E.I Educo,universidades,1911,"Calle Planeta Urano, 34, Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Centro Deportivo Supera,universidades,1959,Parla Comunidad de Madrid
parla,40.2373952,-3.7718902,Manuel Hidalgo Hidalgo,bares,34,"Calle Empedrado, 14, 28981 Parla Madrid"
parla,40.2373952,-3.7718902,La Penúltima,bares,272,"Calle San Anton, 16, 28980 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Dolce Vita,bares,284,"Calle Domingo Malagon N, 3, 28982 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,La Fundación,bares,301,"Calle Domingo Malagón, 3, 28982 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Anden Camperos,bares,358,"Calle San Jose de Calasanz, 17, 28982 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,BelezaBar,bares,364,"Planta Baja Anden San Jose de Calasanz, 17, 28980 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Bar Hermanos Carretero,bares,374,"Calle de Reina Victoria, 13 (posterior), 28980 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Restaurante-Cafetería Alameda,bares,376,"Avenida Juan Carlos I, 3, Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Sonia,bares,378,"Calle Reina Victoria, 9, 28982 Parla Comunidad de Madrid"
parla,40.2373952,-3.7718902,Capone Café,bares,380,"Purisima Concepcion, 4, 28980 Parla Comunidad de Madrid"
patones,40.8548194,-3.483954,Melones,restaurantes,84,"Avenida de Madrid, 83, 28189 Patones Comunidad de Madrid"
patones,40.8548194,-3.483954,Bar Manolo,restaurantes,275,"Avenida de Madrid, 30, 28189 Patones Comunidad de Madrid"
patones,40.8548194,-3.483954,El Chiscón,restaurantes,1400,"Travesia Iglesia, 12, 28189 Patones de Arriba Comunidad de Madrid"
patones,40.8548194,-3.483954,El Rincón de Patones,restaurantes,1406,"Calle del Arroyo, 16, 28189 Patones Comunidad de Madrid"
patones,40.8548194,-3.483954,El Bodegón de Patones,restaurantes,1419,"Calle del Arroyo, 5, 28189 Patones Comunidad de Madrid"
patones,40.8548194,-3.483954,La Cabaña,restaurantes,1426,"Calle Azas, 7, 28189 Patones de Arriba Comunidad de Madrid"
patones,40.8548194,-3.483954,Las Eras - Patones de Arriba,restaurantes,1434,"Calle Azas, s/n, 28189 Patones Madrid"
patones,40.8548194,-3.483954,El Rey de Patones,restaurantes,1436,"Calle Azas, 13, 28189 Patones de Arriba Comunidad de Madrid"
patones,40.8548194,-3.483954,Taberna Real,restaurantes,1477,"Calle Real, 38, 28189 Patones Comunidad de Madrid"
patones,40.8548194,-3.483954,Las Eras,restaurantes,1486,"Azas, s/n, 28189 Patones Comunidad de Madrid"
patones,40.8548194,-3.483954,Bar Manolo,bares,275,"Avenida de Madrid, 30, 28189 Patones Comunidad de Madrid"
pedrezuela,40.7451088,-3.6030185,El Mesón del Asado - Antigua Casa Heliodoro,restaurantes,20,"Plaza de la Constitución, 3, 28723 Pedrezuela Comunidad de Madrid"
pedrezuela,40.7451088,-3.6030185,La Cuesta,restaurantes,30,"Calle del Calvario, 8, 28723 Pedrezuela Comunidad de Madrid"
pedrezuela,40.7451088,-3.6030185,Casa Galo,restaurantes,31,"Calle Calvario, 8, 28723 Pedrezuela Comunidad de Madrid"
pedrezuela,40.7451088,-3.6030185,El Kamalinoe Parrilla Restaurante,restaurantes,84,"Calle Calvario, 21, 28723 Pedrezuela Comunidad de Madrid"
pedrezuela,40.7451088,-3.6030185,Embutidos Pedrezuela,restaurantes,110,"Calle de las Eras, 32, 28723 Pedrezuela Madrid"
pedrezuela,40.7451088,-3.6030185,Mesón Gerardo,restaurantes,121,"Calle Eras, 28, 28723 Pedrezuela Comunidad de Madrid"
pedrezuela,40.7451088,-3.6030185,La Parada,restaurantes,121,"Calle de las Eras, 38, 28723 Pedrezuela Comunidad de Madrid"
pedrezuela,40.7451088,-3.6030185,Roxy,restaurantes,121,"Calle de las Eras, 42, 28723 Pedrezuela Comunidad de Madrid"
pedrezuela,40.7451088,-3.6030185,Gonzalez Chichon,restaurantes,136,"Las Eras, 46, 28723 Pedrezuela Madrid"
pedrezuela,40.7451088,-3.6030185,La Cabaña,restaurantes,169,"Calle de las Eras, 29, 28723 Pedrezuela Comunidad de Madrid"
pedrezuela,40.7451088,-3.6030185,El Kamalinoe Parrilla Restaurante,bares,84,"Calle Calvario, 21, 28723 Pedrezuela Comunidad de Madrid"
pedrezuela,40.7451088,-3.6030185,La Parada,bares,121,"Calle de las Eras, 38, 28723 Pedrezuela Comunidad de Madrid"
pedrezuela,40.7451088,-3.6030185,Roxy,bares,121,"Calle de las Eras, 42, 28723 Pedrezuela Comunidad de Madrid"
pedrezuela,40.7451088,-3.6030185,La Terracita de Julia,bares,327,"Calle San Isidro, 37, 28723 Pedrezuela Comunidad de Madrid"
pedrezuela,40.7451088,-3.6030185,Pub Sombra & Luz,bares,1628,"Ramón Gabriel, 20, 28710 El Molar Comunidad de Madrid"
pedrezuela,40.7451088,-3.6030185,De la Morena Gonzalez Amelia,bares,1885,"Avenida España, 62, 28710 El Molar Madrid"
pelayos-de-la-presa,40.3605272,-4.3334254,McPacos,restaurantes,37,"Calle de la Estación, 4, 28696 Pelayos de la Presa Comunidad de Madrid"
pelayos-de-la-presa,40.3605272,-4.3334254,La Terraza,restaurantes,60,"Estacion, 9, 28696 Pelayos de la Presa Comunidad de Madrid"
pelayos-de-la-presa,40.3605272,-4.3334254,Burguer Mc Pacos,restaurantes,81,"Calle Estación, 4, 28696 Pelayos de la Presa Comunidad de Madrid"
pelayos-de-la-presa,40.3605272,-4.3334254,El Plan B,restaurantes,191,"Plaza del Ayuntamiento, 8, 28696 Pelayos de la Presa Comunidad de Madrid"
pelayos-de-la-presa,40.3605272,-4.3334254,El Huerto,restaurantes,196,"Avenida Marcial Llorente, 43, 28696 Pelayos de la Presa Comunidad de Madrid"
pelayos-de-la-presa,40.3605272,-4.3334254,La Casona,restaurantes,285,"Avenida de Marcial Llorente, 59, 28696 Pelayos de la Presa Comunidad de Madrid"
pelayos-de-la-presa,40.3605272,-4.3334254,Costa Cruz,restaurantes,529,"Marcial Llorente, 15, Pelayos de la Presa Comunidad de Madrid"
pelayos-de-la-presa,40.3605272,-4.3334254,El Mirador de Pelayos,restaurantes,878,"Avenida del Mirador, 62, 28696 Pelayos de la Presa Comunidad de Madrid"
pelayos-de-la-presa,40.3605272,-4.3334254,Restaurante Monasterio,restaurantes,1510,"Carretera del Pantano, s/n, 28696 Pelayos de la Presa Madrid"
pelayos-de-la-presa,40.3605272,-4.3334254,Merendero la Playa,restaurantes,1531,"Camino Embalse de San Juan, s/n, 28680 San Martín de Valdeiglesias Madrid"
pelayos-de-la-presa,40.3605272,-4.3334254,La Casona,bares,285,"Avenida de Marcial Llorente, 59, 28696 Pelayos de la Presa Comunidad de Madrid"
perales-de-tajuna,40.2325718,-3.3517265,El Lagar de Nemesio,restaurantes,134,"Calle Mayor Baja, 32, 28540 Perales de Tajuña Comunidad de Madrid"
perales-de-tajuna,40.2325718,-3.3517265,Restauracion Mariblanca,restaurantes,145,"Calle Mayor Baja, 32, 28540 Perales de Tajuña Madrid"
perales-de-tajuna,40.2325718,-3.3517265,Poldo,restaurantes,222,"Plaza de la Constitucion, 6, Perales de Tajuña Comunidad de Madrid"
perales-de-tajuna,40.2325718,-3.3517265,Restaurante las Vegas Perales,restaurantes,445,"Carretera Madrid-Valencia N-Iii, 39, 28540 Perales de Tajuña Comunidad de Madrid"
perales-de-tajuna,40.2325718,-3.3517265,Complejo los Pradillos,restaurantes,1405,"Camino de Valdeperales, s/n, 28540 Perales de Tajuña Comunidad de Madrid"
perales-de-tajuna,40.2325718,-3.3517265,Las Vegas Restaurante,restaurantes,1941,"Carretera de Valencia, Km 39, 28540 Perales de Tajuña Comunidad de Madrid"
perales-de-tajuna,40.2325718,-3.3517265,Las Vegas,restaurantes,1953,"Autov. Levante, Km 37,87, 28540 Perales de Tajuña Comunidad de Madrid"
perales-de-tajuna,40.2325718,-3.3517265,Bar Rosi,bares,248,"Plaza Constitución, 16, 28540 Perales de Tajuña Madrid"
pezuela-de-las-torres,40.4186483,-3.1778029,Bar los Caminos,bares,1009,"Calle Encina, 19, 28812 Pezuela de las Torres Madrid"
pinilla-del-valle,40.9261949,-3.8184676,El Corralón del Embalse,restaurantes,173,"Calle de la Presa, 26, 28749 Pinilla del Valle Comunidad de Madrid"
pinilla-del-valle,40.9261949,-3.8184676,Recursos turisticos del valle de lozoya,restaurantes,181,"Calle Presa, 26, 28749 Pinilla del Valle Madrid"
pinilla-del-valle,40.9261949,-3.8184676,La Nogalera,restaurantes,286,"Avenida Nogales, 38, 28749 Pinilla del Valle Comunidad de Madrid"
pinto,40.240985,-3.7005072,Plaza Ocho de Marzo,parques,302,Comunidad de Madrid
pinto,40.240985,-3.7005072,Plaza de la Rábida,parques,327,"Pza. de la Rábida, s/n, 28329 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,Parque Infantil Chichopark,parques,364,"Salvador Dalí, 12, 28320 Pinto Madrid"
pinto,40.240985,-3.7005072,Parque Juan Carlos I,parques,464,"Calle Pablo Picasso, s/n, 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,Parque Municipal Nicolás Fuster,parques,474,"Doce de Octubre, 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,Parque Exacta Pares,parques,710,28320 Pinto Comunidad de Madrid
pinto,40.240985,-3.7005072,Parque Norte,parques,866,Comunidad de Madrid
pinto,40.240985,-3.7005072,Palmas Palmitas,parques,925,"Calle Navarra, 4, 28320 Pinto Madrid"
pinto,40.240985,-3.7005072,Pequeteca,parques,971,"Plaza David Martín, 1, 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,Pinto Pinto Gorgorito,parques,1247,"Calle Italia, 14, 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,Bar Mariano 1 X 2,restaurantes,116,"Calle Real, 17, 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,El Mar de Arena Cafe Dakar,restaurantes,122,"Calle Real, 19, 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,Alfati Hosteleros,restaurantes,187,"Calle de las Alpujarras, 1, 28320 Pinto Madrid"
pinto,40.240985,-3.7005072,Cafetería Trazos,restaurantes,205,"Paseo Dolores Soria, 7, 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,Mofe Hosteleria,restaurantes,205,"Pase Dolores Soria de, 7, 28320 Pinto Madrid"
pinto,40.240985,-3.7005072,Telepizza,restaurantes,224,"Plaza de las Mercedes, 4 (C. Valdemoro), 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,Restaurante Bustos Nebreda,restaurantes,236,"Paseo de Dolores Soria, s/n, 28320 Pinto Madrid"
pinto,40.240985,-3.7005072,Jamon y Vino del Pais,restaurantes,236,"Calle Valdemoro, 3, 28320 Pinto Madrid"
pinto,40.240985,-3.7005072,Restaurante Chino China Town,restaurantes,267,"Calle Nicaragua, 17, 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,En'boka Asador,restaurantes,270,"Joan Miro, 1, 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,Escuela Sagrada Familia de Pinto,universidades,407,"Calle Sagrada Familia, 3, 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,Colegio Oficial de Farmaceuticos de Madrid,universidades,626,"Calle Alpujarras, 3 Bajo, 28320 Pinto Madrid"
pinto,40.240985,-3.7005072,Colegio de Registradores de la Propiedad,universidades,717,"Calle Alpujarras, 41, 28320 Pinto Madrid"
pinto,40.240985,-3.7005072,Padel Mirasur,universidades,1531,"Calle Pablo Gargallo, 1, 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,Bar Mariano 1 X 2,bares,116,"Calle Real, 17, 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,El Mar de Arena Cafe Dakar,bares,122,"Calle Real, 19, 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,Chambao Bar de Copas,bares,123,"Calle Real, 19, 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,Bar Castilla,bares,162,"Avenida España, 5, 28320 Pinto Madrid"
pinto,40.240985,-3.7005072,Bar Cervantes,bares,191,"Calle de la Buena Madre, 10, 28320 Pinto Madrid"
pinto,40.240985,-3.7005072,Flip Rock Bar,bares,199,"Calle Real, 31, 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,Cafetería Trazos,bares,205,"Paseo Dolores Soria, 7, 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,Cafeteria Pasteleria Carybe,bares,219,"Avenida de España, 8, 28320 Pinto Madrid"
pinto,40.240985,-3.7005072,Cafetería Gran Vía,bares,243,"Paseo Dolores Soria, s/n, 28320 Pinto Comunidad de Madrid"
pinto,40.240985,-3.7005072,Cafe - Bar Isabel,bares,272,"Calle Cristo, 7, 28320 Pinto Comunidad de Madrid"
pinuecar-gandullas,41.03554635,-3.599475586218161,La Vaca Gandulla,restaurantes,384,"Carretera Gandullas-Buitrago, s/n, 28730 Buitrago del Lozoya Madrid"
pinuecar-gandullas,41.03554635,-3.599475586218161,Hostal Castillo de Somosierra,restaurantes,1785,"Carretera Nal 1, Km 81, 28737 Madrid Comunidad de Madrid"
pozuelo-de-alarcon,40.4346528,-3.814834,Parque la Gitana,parques,375,Majadahonda Comunidad de Madrid
pozuelo-de-alarcon,40.4346528,-3.814834,Santuario Nuestra Señora de Schoenstatt,parques,425,Madrid
pozuelo-de-alarcon,40.4346528,-3.814834,Parque el Pradillo,parques,594,Pozuelo de Alarcón Comunidad de Madrid
pozuelo-de-alarcon,40.4346528,-3.814834,Parque Cruz de la Atalaya,parques,745,Atalaya
pozuelo-de-alarcon,40.4346528,-3.814834,Parque Fuente de la Salud,parques,957,Pozuelo de Alarcón Comunidad de Madrid
pozuelo-de-alarcon,40.4346528,-3.814834,Parque Atenas,parques,967,28224 Pozuelo de Alarcón Comunidad de Madrid
pozuelo-de-alarcon,40.4346528,-3.814834,Parque Europa,parques,993,"Avenida de Europa, 1, 28224 Pozuelo de Alarcón Comunidad de Madrid"
pozuelo-de-alarcon,40.4346528,-3.814834,Parque Plaza de España,parques,1008,"Avenida de España, 10, 28224 Pozuelo de Alarcón Comunidad de Madrid"
pozuelo-de-alarcon,40.4346528,-3.814834,Parque Cerro de los Perdigones,parques,1026,Pozuelo de Alarcón Madrid
pozuelo-de-alarcon,40.4346528,-3.814834,Cerro Perdigones,parques,1066,Pozuelo de Alarcón Comunidad de Madrid
pozuelo-de-alarcon,40.4346528,-3.814834,Restaurante Nuevo California,restaurantes,99,"Plaza Mayor, 5 (Calle Hospital 2), 28223 Pozuelo de Alarcón Comunidad de Madrid"
