Municipio,Latitud,Longitud,Nombre,Categoría,Distancia,Dirección
colmenar-viejo,40.6587726,-3.7659722,Meson Aljarafe,restaurantes,205,"Calle de la Retama Nº5, Colmenar Viejo Comunidad de Madrid"
colmenar-viejo,40.6587726,-3.7659722,Rte. Cafeteria el Lagar,restaurantes,223,"Calle del Cura, 24, 28770 Colmenar Viejo Comunidad de Madrid"
colmenar-viejo,40.6587726,-3.7659722,Alhajas Gourmet,restaurantes,236,"Calle Pedro López, 2, 28770 Colmenar Viejo Comunidad de Madrid"
colmenar-viejo,40.6587726,-3.7659722,La Taberna San Lucar,restaurantes,258,"Calle Retama, 11, 28770 Colmenar Viejo Comunidad de Madrid"
colmenar-viejo,40.6587726,-3.7659722,Bar Cafetería la Roca,restaurantes,263,"Calle de Hondorrio, 13, 28770 Colmenar Viejo Madrid"
colmenar-viejo,40.6587726,-3.7659722,La Escalinata,restaurantes,294,"Retama, 18, Colmenar Viejo Madrid"
colmenar-viejo,40.6587726,-3.7659722,Cepa Colmenar Viejo,universidades,166,"Plaza de Eulogio Carrasco, 0, 28770 Colmenar Viejo Comunidad de Madrid"
colmenar-viejo,40.6587726,-3.7659722,Colegio de Registradores de la Propiedad,universidades,191,"Cuesta, 2, 28770 Colmenar Viejo Madrid"
colmenar-viejo,40.6587726,-3.7659722,Efa Valdemilanos,universidades,451,"Calle de los Ganaderos, s/n, 28770 Colmenar Viejo Comunidad de Madrid"
colmenar-viejo,40.6587726,-3.7659722,Los Puertos,universidades,485,"Calle de los Tintes, 44, 28770 Colmenar Viejo Comunidad de Madrid"
colmenar-viejo,40.6587726,-3.7659722,Reig Gestinova,universidades,753,"Calle de los Frailes, 108, 28770 Colmenar Viejo Madrid"
colmenar-viejo,40.6587726,-3.7659722,IES Angel Corella,universidades,1202,"Calle del Pradillo, 3, 28770 Colmenar Viejo Comunidad de Madrid"
colmenar-viejo,40.6587726,-3.7659722,Uned - Centro Asociado Colmenar Viejo,universidades,1219,"Pradillo, 3, 28770 Colmenar Viejo Comunidad de Madrid"
colmenar-viejo,40.6587726,-3.7659722,Kumon,universidades,1385,"Local, 4, 28770 Colmenar Viejo Comunidad de Madrid"
colmenar-viejo,40.6587726,-3.7659722,La Pinta,bares,147,"Calle San Isidro Labrador, 16, Madrid Comunidad de Madrid"
colmenar-viejo,40.6587726,-3.7659722,Mondalindo Hostelería,bares,150,"Calle Marques de Santillana de, 8, 28770 Colmenar Viejo Madrid"
colmenar-viejo,40.6587726,-3.7659722,Bar Cafetería la Roca,bares,263,"Calle de Hondorrio, 13, 28770 Colmenar Viejo Madrid"
colmenar-viejo,40.6587726,-3.7659722,Santiago Avila Martin,bares,275,"Calle de Pedro López, 34, 28770 Colmenar Viejo Comunidad de Madrid"
colmenar-viejo,40.6587726,-3.7659722,Galicia 2,bares,292,"Plaza del Sordo Arroyo, 2, 28770 Colmenar Viejo Comunidad de Madrid"
colmenar-viejo,40.6587726,-3.7659722,Bar el Val 3,bares,339,"Calle del Olivar, 25, 28770 Colmenar Viejo Madrid"
colmenar-viejo,40.6587726,-3.7659722,Cheroki,bares,360,"Calle del Tinte, 3, 28770 Colmenar Viejo Madrid"
colmenar-viejo,40.6587726,-3.7659722,La Soledad,bares,363,"Calle de la Soledad, 52, 28770 Colmenar Viejo Madrid"
colmenar-viejo,40.6587726,-3.7659722,Sanz Rosa,bares,501,"Calle San Sebastian, 32, 28770 Colmenar Viejo Comunidad de Madrid"
colmenar-viejo,40.6587726,-3.7659722,Bar Sierra Morena,bares,572,"Sierra Morena, 3, 28770 Colmenar Viejo Comunidad de Madrid"
coslada,40.423802,-3.5552882,Parque de Carlos Marx,parques,70,"Calle de Miguel Hernández, 28822 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Parque de las Casitas,parques,323,28822 Coslada Comunidad de Madrid
coslada,40.423802,-3.5552882,Saltilandia,parques,613,"Avenida España, 23, 28821 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Parque de el Cerro,parques,672,28822 Coslada Comunidad de Madrid
coslada,40.423802,-3.5552882,Parque la Rambla,parques,702,La Rambla
coslada,40.423802,-3.5552882,El Parque,parques,725,"Calle  de José Martí, 28822 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Parque Infantil -Recinto Ferial,parques,747,28821 Coslada Comunidad de Madrid
coslada,40.423802,-3.5552882,Recinto Ferial,parques,750,Coslada Madrid
coslada,40.423802,-3.5552882,Parque Pellas,parques,956,"Calle Bucarest, 28822 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Parque Salvador Allende,parques,970,"C/ Colombia, 28823 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Taberna del Xino,restaurantes,219,"Calle Uruguay Frente al Numero, 1, 28822 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Cafeteria Alberto,restaurantes,317,"Calle de Buenos Aires, 1B, Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Domino's Pizza,restaurantes,385,"Avenida de la Constitución, 85, 28821 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Pastelería Agmina,restaurantes,542,"Calle del Dr. Castroviejo, 5, 28821 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,La Mancheguita Restaurante,restaurantes,576,"Calle Honduras, s/n, 28822 Coslada Madrid"
coslada,40.423802,-3.5552882,El Autor,restaurantes,585,"Calle Pablo Neruda, 17-25, 28822 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Vips,restaurantes,621,"Avenida José Gárate, s/n, 28823 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,VIPS Plaza Coslada,restaurantes,624,"Avenida de José Gárate, s/n, 28823 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,La Rambla,restaurantes,639,Cartagena Regíón de Murcia
coslada,40.423802,-3.5552882,Restaurante Pizzería Mayor,restaurantes,642,"Plaza Doctor Marañón, 3, 28821 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Formalviz,universidades,293,"Calle Uruguay, 13, 28822 Coslada Madrid"
coslada,40.423802,-3.5552882,Centro Asociado de la Uned de Madrid,universidades,611,"Avenida de los Príncipes de España, 0, 28823 Coslada Madrid"
coslada,40.423802,-3.5552882,Trazos,universidades,1289,"Avenida Lisboa, 2, 28822 Coslada Madrid"
coslada,40.423802,-3.5552882,Colegio Antoni Tapies,universidades,1327,"Calle Venezuela N-12, Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Colegio de Registradores de la Propiedad,universidades,1492,"Calle Océano Atlántico, 8 Bajo, 28821 Coslada Madrid"
coslada,40.423802,-3.5552882,Universidad Nacional de Educación a Distancia,universidades,1518,"Calle del Júcar, 0, 28823 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Edifio Formación Orange,universidades,1553,"Avenida de Fuentemar, 41, 28823 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Registro de la Propiedad,universidades,1630,"Calle Albino Pérez Ayestarain, 4, 28830 San Fernando de Henares Madrid"
coslada,40.423802,-3.5552882,Academia Cemn,universidades,1697,"Plaza del Mar Egeo, 14, 28821 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Escuela Oficial de Idiomas,universidades,1739,"Avenida de Madrid, 2, Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Taberna del Xino,bares,219,"Calle Uruguay Frente al Numero, 1, 28822 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Bar Classic,bares,249,"Plaza de la Hispanidad, 1-5, 28822 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Bar Candeal,bares,263,"Calle Ecuador, 7, Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Bar Bodega Cariñena,bares,314,"Calle Doctor Fleming, 39, 28821 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Cafe Latino,bares,530,"Calle Uruguay, 39 (C. Honduras), 28822 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Bar Royal,bares,624,"Plaza Doctor Marañon, 8, 28820 Coslada Madrid"
coslada,40.423802,-3.5552882,La Colina,bares,680,"Calle Moscú 1, 28822 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,La Escapada,bares,725,"Calle Doctor Michavila, 25, 28821 Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,Sol y Sombra,bares,728,"Calle Chile, 59, Coslada Comunidad de Madrid"
coslada,40.423802,-3.5552882,La Noche,bares,729,"Calle Peru, 2, 28823 Coslada Madrid"
cubas-de-la-sagra,40.1908352,-3.8378366,Parque de la Malata,parques,547,28978 Cubas Comunidad de Madrid
cubas-de-la-sagra,40.1908352,-3.8378366,Parque San Isidro,parques,813,Cubas de la Sagra Comunidad de Madrid
cubas-de-la-sagra,40.1908352,-3.8378366,Parque las Pérgolas,parques,1176,Cubas de la Sagra Comunidad de Madrid
cubas-de-la-sagra,40.1908352,-3.8378366,Los Hornos,restaurantes,89,"Carretera Carranque, Km 2, 28978 Cubas de la Sagra Madrid"
cubas-de-la-sagra,40.1908352,-3.8378366,Bar Terraza Jardin,restaurantes,202,"Calle San Sebastian, 28978 Cubas de la Sagra Comunidad de Madrid"
cubas-de-la-sagra,40.1908352,-3.8378366,Las Tinajas,restaurantes,233,"Sagrado Corazón, 26, 28978 Cubas de la Sagra Comunidad de Madrid"
cubas-de-la-sagra,40.1908352,-3.8378366,El Bombín de Sabina,restaurantes,417,"Calle de la Torrecilla, 23, 28978 Cubas de la Sagra Comunidad de Madrid"
cubas-de-la-sagra,40.1908352,-3.8378366,Quinta del Alba,restaurantes,1106,"Carretera de Griñón a Cubas de la Sagra, Km 1, 28978 Cubas de la Sagra Comunidad de Madrid"
cubas-de-la-sagra,40.1908352,-3.8378366,Cafeteria Pasteleria Cubas Plaza,restaurantes,1302,"Calle Acacias, 1, 28978 Cubas Madrid"
cubas-de-la-sagra,40.1908352,-3.8378366,Finca los Cotos,restaurantes,1393,"Camino de Madrid, s/n, 28978 Cubas de la Sagra Comunidad de Madrid"
cubas-de-la-sagra,40.1908352,-3.8378366,Zp restauracion y servicios,bares,424,"Nave, 6, 28978 Cubas de la Sagra Comunidad de Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Parque del Globo,parques,362,"Calle Cuesta Lengua, 34, 28814 Daganzo de Arriba Comunidad de Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Parque 11 de Marzo,parques,370,28814 Daganzo de Arriba Comunidad de Madrid
daganzo-de-arriba,40.5451953,-3.45785,Parque Infantil,parques,602,
daganzo-de-arriba,40.5451953,-3.45785,Parque forestal María Marzol,parques,1908,28814 Daganzo de Arriba Comunidad de Madrid
daganzo-de-arriba,40.5451953,-3.45785,Serrano Ii,restaurantes,51,"Polígono Industrial los Frailes, Parc, 71, 28814 Daganzo de Arriba Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Irish Tavern,restaurantes,97,"Calle Oriente, 9, 28814  Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Bar Polvorilla,restaurantes,137,"Calle Alcala, 7, 28814 Daganzo de Arriba Comunidad de Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Restaurante Punto de Origen,restaurantes,163,"Calle Príncipe Felipe, 21, 28814 Daganzo de Arriba Comunidad de Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Dorado,restaurantes,163,"Calle Principe Felipe, 17, 28814 Daganzo de Arriba Comunidad de Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Cafetería O'Donnell,restaurantes,193,"Calle Príncipe Felipe, 27, Daganzo de Arriba Comunidad de Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Ac cafeteria o'donell inversiones,restaurantes,193,"Calle Principe Felipe, 27, 28814 Daganzo de Arriba Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Los Alcaldes de Daganzo,restaurantes,207,"Carretera Fresno, 24, 28814 Daganzo de Arriba Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Daganzo,restaurantes,240,"Carretera Cobeña, 1, 28814 Daganzo de Arriba Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Boca a Boca,restaurantes,249,"Carretera Alcalá M-118, 28814 Daganzo de Arriba Comunidad de Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Irish Tavern,bares,97,"Calle Oriente, 9, 28814  Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Bar Polvorilla,bares,137,"Calle Alcala, 7, 28814 Daganzo de Arriba Comunidad de Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Ac cafeteria o'donell inversiones,bares,193,"Calle Principe Felipe, 27, 28814 Daganzo de Arriba Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Joca Dreams,bares,217,"Carretera M-118, 28814 Daganzo de Arriba Comunidad de Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Cafeteria O'Donell,bares,257,"Principe Felipe, 27, 28814 Daganzo de Arriba Comunidad de Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Tempus Cervecería,bares,585,"Avenida Circunvalación, 218, 28814 Daganzo de Arriba Madrid"
daganzo-de-arriba,40.5451953,-3.45785,Restaurante los Frailes,bares,1621,"Frailes Poligono . s/n, 28814 Daganzo de Arriba Madrid"
escorial-el,40.5890661,-4.147394873409854,Arboleda Calzada Lonja Monasterio de el Escorial,parques,198,28200 El Escorial Comunidad de Madrid
escorial-el,40.5890661,-4.147394873409854,Parque de Adolfo Suárez,parques,288,"Paseo de los Alamillos, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,Parque de Felipe II,parques,360,"calle Infantes, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,Plaza Juan de Herrera,parques,370,28200 El Escorial Comunidad de Madrid
escorial-el,40.5890661,-4.147394873409854,Parque la Ladera,parques,396,El Escorial Comunidad de Madrid
escorial-el,40.5890661,-4.147394873409854,Parque de los Romeros,parques,565,28200 El Escorial Comunidad de Madrid
escorial-el,40.5890661,-4.147394873409854,Los Romeros,parques,575,
escorial-el,40.5890661,-4.147394873409854,Parque de la Herreria,parques,613,El Escorial Comunidad de Madrid
escorial-el,40.5890661,-4.147394873409854,Manguilla,parques,1426,
escorial-el,40.5890661,-4.147394873409854,Parque de los Columpios,parques,1483,28280 El Escorial Comunidad de Madrid
escorial-el,40.5890661,-4.147394873409854,Best Western Hotel Florida,restaurantes,194,"Calle Floridablanca No 12-14, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,caffetteria ristorante del Arte,restaurantes,207,"Calle Floridablanca 12-14, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,Cafe del Coliseo,restaurantes,208,"Calle Floridablanca, 20, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,Cerveceria Don Felipe,restaurantes,215,"Calle Floridablanca, 7, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,Parrilla Príncipe,restaurantes,227,"Mariano Benavente, 12, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,Madrid-Sevilla,restaurantes,235,"Calle Mariano Benavente, 1, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,La Cueva,restaurantes,239,"Calle San Antón, 4, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,El Balcon de Piedra,restaurantes,239,"Calle San Anton, 4, 28200 San Lorenzo de El Escorial Madrid"
escorial-el,40.5890661,-4.147394873409854,La Taberna de Antioquia,restaurantes,240,"Calle Mariano Benavente, 5, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,Croché Cafetín,restaurantes,241,"Calle San Lorenzo, 6, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,Academia Centro de Estudios Kelvin,universidades,207,"Calle Floridablanca, 12, 28200 San Lorenzo de El Escorial Madrid"
escorial-el,40.5890661,-4.147394873409854,Conservatorio de Música,universidades,236,"Calle Mar de Alborán, 1, 28500 Arganda del Rey Madrid"
escorial-el,40.5890661,-4.147394873409854,Colegio de Registradores de la Propiedad,universidades,255,"Calle Rey, 28, 28200 San Lorenzo de El Escorial Madrid"
escorial-el,40.5890661,-4.147394873409854,Asociacion Antiguos Alumnos Real Colegio Universitario Maria Cristina de el Escorial,universidades,260,"Paseo de los Alamillos, 2, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,Colegio Universitario Maria Cristina Agustinos Orden San Agustin Provincia Matritense,universidades,287,"Alamillos, 1, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,Euroforum Escorial,universidades,328,"Calle del Rey, 38, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,Universidad de Navarra,universidades,328,"Calle del Rey, 38, San Lorenzo de El Escorial Madrid"
escorial-el,40.5890661,-4.147394873409854,Semele Proyectos Musicales,universidades,749,"Calle Timoteo Padrós, 31, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,La Tentacion de Lui,bares,135,"Calle Santiago, 4, Madrid Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,Carrillon,bares,207,"Calle Floridablanca, 14, 28200 San Lorenzo de El Escorial Madrid"
escorial-el,40.5890661,-4.147394873409854,Cerveceria Don Felipe,bares,215,"Calle Floridablanca, 7, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,Latordavi,bares,240,"Calle Mariano Benavente, 5, 28200 San Lorenzo de El Escorial Madrid"
escorial-el,40.5890661,-4.147394873409854,Croché Cafetín,bares,241,"Calle San Lorenzo, 6, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,Casa Povedano,bares,245,"Calle de Santiago, 4, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,Carrasco Melchor Olga,bares,248,"Calle Reina Victoria, 12, 28200 San Lorenzo de El Escorial Madrid"
escorial-el,40.5890661,-4.147394873409854,Villanueva Vinos y Copas,bares,260,"Plaza Cruz, 2, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,Bar los Mariscos,bares,260,"Calle Reina Victoria, 8, 28200 El Escorial Comunidad de Madrid"
escorial-el,40.5890661,-4.147394873409854,El Muerdago,bares,273,"Plaza de la Cruz, 1, 28200 El Escorial Comunidad de Madrid"
estremera,40.1847306,-3.1062403,El Rincon de Higuerlop,restaurantes,168,"Iglesia, 25, 28595 Estremera Comunidad de Madrid"
fresnedillas-de-la-oliva,40.486444,-4.1723486,La Hosteria de Fresnedillas,restaurantes,193,"Calle Real, 53, 28214 Fresnedillas de la Oliva Comunidad de Madrid"
fresnedillas-de-la-oliva,40.486444,-4.1723486,Taberna Amador,restaurantes,199,"Real, 57, 28214 Fresnedillas de la Oliva Comunidad de Madrid"
fresnedillas-de-la-oliva,40.486444,-4.1723486,Casa de Comidas Amador,restaurantes,205,"Calle Real, 57, 28214 Fresnedillas de la Oliva Comunidad de Madrid"
fresnedillas-de-la-oliva,40.486444,-4.1723486,Restaurante la REAL,restaurantes,237,"Carretera de Robledo, 2, 28214 Fresnedillas de la Oliva Comunidad de Madrid"
fresnedillas-de-la-oliva,40.486444,-4.1723486,Real Barbacoa,restaurantes,237,"Carretera Robledo de Chavela, 2, 28214 Fresnedillas de la Oliva Madrid"
fresnedillas-de-la-oliva,40.486444,-4.1723486,El Rincón de Casavieja,restaurantes,316,"Calle de la Iglesia, 2, 28214 Fresnedillas de la Oliva Comunidad de Madrid"
fresnedillas-de-la-oliva,40.486444,-4.1723486,El Arbol del Pan,restaurantes,333,"Carretera de Colmenar del Arroyo, 5, 28214 Fresnedillas de la Oliva Comunidad de Madrid"
fresnedillas-de-la-oliva,40.486444,-4.1723486,Quesería la Cabezuela,restaurantes,838,"Cabezuela, 14, 28214 Fresnedillas de la Oliva Comunidad de Madrid"
fresnedillas-de-la-oliva,40.486444,-4.1723486,Profesoresingles.com,universidades,1001,"Calle de Hermosilla, 48, 28001 Madrid Comunidad de Madrid"
fresnedillas-de-la-oliva,40.486444,-4.1723486,Casa de Comidas Amador,bares,205,"Calle Real, 57, 28214 Fresnedillas de la Oliva Comunidad de Madrid"
fresnedillas-de-la-oliva,40.486444,-4.1723486,Bar Amador,bares,225,"Calle Marusa, 9, 28214 Fresnedillas de la Oliva Madrid"
fuenlabrada,40.282476,-3.7923422,Parque Infantil,parques,259,"Calle de Doctor Miguel Aguado, 28944 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Moruzosland,parques,470,
fuenlabrada,40.282476,-3.7923422,Parque del Olivar,parques,482,Olivar
fuenlabrada,40.282476,-3.7923422,Parque de los Estados,parques,548,"Avenida de los Estados, 12, 28945 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Parque de Perros,parques,552,28945 Fuenlabrada Comunidad de Madrid
fuenlabrada,40.282476,-3.7923422,Parque Infantil,parques,605,28944 Fuenlabrada Comunidad de Madrid
fuenlabrada,40.282476,-3.7923422,Parque de Leganés,parques,630,"Calle de Leganés, 31, 28945 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Parque de la urbanización,parques,645,"Calle Noria, 28944 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Bulevar Primero de Mayo,parques,654,
fuenlabrada,40.282476,-3.7923422,ParQue de las R£g!OneS,parques,674,28941 Fuenlabrada Comunidad de Madrid
fuenlabrada,40.282476,-3.7923422,Cafetería Boise,restaurantes,43,"Plaza, 16, 28944 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Mezclas,restaurantes,90,"Calle de la Plaza, 24, 28944 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,La Santa Sed,restaurantes,136,"Calle de las Navas, 11, 28944 Fuenlabrada Madrid"
fuenlabrada,40.282476,-3.7923422,La Kujnia,restaurantes,199,"Calle de Castillejos, 16, 28944 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Asador el Chef,restaurantes,323,"Calle Castillejos, 24, 28944 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Ro'Os,restaurantes,368,"Avenida Francisco Javier Sauquillo, 28, 28944 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Mesón Alcarria,restaurantes,397,"Calle del Plata, 8, 28944 Fuenlabrada Madrid"
fuenlabrada,40.282476,-3.7923422,Cheers,restaurantes,399,"Calle de Extremadura, 17, 28944 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Bar Quintanero,restaurantes,538,"Calle de Pozuelo, 23 (Pozuelo), 28945 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Galicia Meson Restaurante,restaurantes,585,"Calle Extremadura, 4, 28944 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Academia Gabinete Fisico Matematico,universidades,297,"Leganes, 8, 28945 Fuenlabrada Madrid"
fuenlabrada,40.282476,-3.7923422,Ilustre Colegio de Procuradores de Madrid,universidades,761,"Calle Rumania, 2, 28943 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Lingua Centres Madrid,universidades,794,"Paseo de Puerto Rico, 14, 28945 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Victor Jara,universidades,1060,"Avenida de las Naciones, 45, 28943 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Patronato Municipal de Cultura y Universidad Popular,universidades,1116,"Calle de Gijon, s/n, 28942 Fuenlabrada Madrid"
fuenlabrada,40.282476,-3.7923422,Biblioteca Tomás y Valiente,universidades,1123,"Leganés, 51, 28944 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Patronato Municipal de Cultura y Universidad Popular,universidades,1198,"Calle de Leganés, 51, 28945 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Colegio Bilingüe Khalil Gibran,universidades,1335,"Calle de Turquía, 13, 28943 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Ies Africa,universidades,1459,"Calle Portugal, 41, 28943 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Studium Fuenlabrada,universidades,1461,"Calle Álava, 15, 28941 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Pubs Coyote,bares,34,"Maximino Pérez, 1, 28944 Fuenlabrada Madrid"
fuenlabrada,40.282476,-3.7923422,Mezclas,bares,90,"Calle de la Plaza, 24, 28944 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,"Diaz Martinez, J",bares,197,"Calle Honda, 16, 28944 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Meson Kiebro Fuenlabrada,bares,260,"Plaza Poniente, 3, 28944 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Pub Twin Peaks,bares,288,"Calle Extremadura, 39, 28944 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Sala el Grito,bares,344,"Plaza del Huerto del Cura, s/n, 28945 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,La chupitería,bares,351,"Calle de Getafe, 13, 28944 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Alberts,bares,397,"Calle San Andrés, 10, 28945 Fuenlabrada Madrid"
fuenlabrada,40.282476,-3.7923422,Cheers,bares,399,"Calle de Extremadura, 17, 28944 Fuenlabrada Comunidad de Madrid"
fuenlabrada,40.282476,-3.7923422,Bodega la Fuenta,bares,426,"Calle de la Aldehuela, 1-5, 28944 Fuenlabrada Comunidad de Madrid"
fuente-el-saz-de-jarama,40.6312151,-3.5125918,Parque de la Igualdad,parques,169,"Avenida Julián Sanchez, Madrid Comunidad de Madrid"
fuente-el-saz-de-jarama,40.6312151,-3.5125918,Pececitos al Agua,parques,238,28140 Fuente El Saz de Jarama Comunidad de Madrid
fuente-el-saz-de-jarama,40.6312151,-3.5125918,Parque Madroños 3,parques,450,28140 Fuente El Saz de Jarama Comunidad de Madrid
fuente-el-saz-de-jarama,40.6312151,-3.5125918,Tu Castillo,parques,651,"Calle Almendralejos, 53 Bajo, 28140 Fuente El Saz de Jarama Comunidad de Madrid"
fuente-el-saz-de-jarama,40.6312151,-3.5125918,Restaurante la Cava,restaurantes,110,"Calle Cruces, 22, 28140 Fuente El Saz de Jarama Comunidad de Madrid"
fuente-el-saz-de-jarama,40.6312151,-3.5125918,Asador de Pollos la Granjilla,restaurantes,174,"Avenida Julian Sanchez, 9, 28140 Fuente El Saz de Jarama Comunidad de Madrid"
fuente-el-saz-de-jarama,40.6312151,-3.5125918,Taberna Casa Benito,restaurantes,186,"Plaza de San Pedro, 2, 28140 Fuente El Saz de Jarama Comunidad de Madrid"
fuente-el-saz-de-jarama,40.6312151,-3.5125918,La Alegria del Pastor,restaurantes,222,"Algete, 18-20, 28140 Fuente El Saz de Jarama Comunidad de Madrid"
fuente-el-saz-de-jarama,40.6312151,-3.5125918,Rose Mary,restaurantes,270,"Plaza de la Villa, 4, 28140 Fuente El Saz de Jarama Comunidad de Madrid"
fuente-el-saz-de-jarama,40.6312151,-3.5125918,Panadería Nietos de Ramiro,restaurantes,325,"Avenida del Pilar, 12, 28140 Fuente El Saz de Jarama Comunidad de Madrid"
